domain,saas,pbn,checked,shop,reviews,health,news,education,finance,real estate,store,business,law,legal,lifestyle,travel,fashion,kitchen,technologies,medical,entertainment,food,technology,construction,gambling,casino,school,review,stories,finances,music,magazine,university,daily,tech,celebrity,biography
occserv.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
occupli.com,2.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocds.ocpublicworks.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oceandesignpro.com,4.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oceanmediainc.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oceansunfinancial.com,0.0,1.0,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
oceantechnologysystems.com,1.0,2.0,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
ocebmt.weinfest-gera.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocebmt.weinfest-gera.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocgov.net,0.0,4.0,True,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
ocgprod.kellyebiz.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocgprod.kellyebiz.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocgprod.kellyebiz.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ochealthinfo.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocirwest.com,1.0,1.0,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ockpoptok.com,1.0,2.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
ockpoptok.com,1.0,2.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
oclandfills.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oclif.github.io,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocmboces.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocmboces.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocmboces.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocms.com.au,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocmusicdance.org,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
ocoda.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oconnorpg.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocpl.org,1.0,1.0,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
ocpump.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocr-service.com,3.0,1.0,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
octai.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octalchip.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octaria.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octatools.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octavosystems.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octaware.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octinion.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octinion.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octinion.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octo.us,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octobersky.jp,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octobits.io,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octocubsoftware.com,9.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octolan-tech.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octoperf.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octopusintelligence.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octopustranslations.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octovion.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odaptos.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odatacolocation.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oddberries.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oddlysimpl.xyz,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odeka.io,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odepartment.com,0.0,1.0,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
odesli.co,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odettephotoart.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odio.ai,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odl.sysworks.biz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odl.sysworks.biz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odl.sysworks.biz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odmsinc.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odoo-customization.odoo.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odoocustomization.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odootec.ca,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
odpc.go.ke,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odsgroup.co.uk,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odysseiatv.pot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odysseiatv.pot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odysseyvc.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oecm.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oedigital.com,1.0,3.0,True,,,,,,True,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,
oem-solutions.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oemservices.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oemsolutions.net,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oemsolutionsinc.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oemsolutionsonline.com,0.0,1.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oemsolutionsusa.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oenem.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oenem.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofcu.org,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offdutyofficers.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offer.jumpto1.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offered.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offers.figpii.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offerzen.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officeanywhere.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officebantomime.com,0.0,1.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officehubtech.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officehubtech.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officehubtech.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officekit.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officekit.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officekit.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officetools.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officetracker.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offprem.tech,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offroadusa.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offroadusa.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offshoreonlinedataentry.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offsitenoc.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offsnet.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offsprout.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offsyte.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offsyte.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offthegridediting.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offthewagonshop.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offthewagonshop.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofinlegal.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofisly.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofisly.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofload.com.au,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofnoah.hk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oforce.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oforce.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofsteddbsapplication.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofsteddbsapplication.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oftrack.co,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogaden24.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogads.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogawaworldusa.com,0.0,1.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogc.org,0.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogdenclinic.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogdenpickleball.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oggsolutions.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oggsolutions.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogham.academy,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogilvy.com,0.0,1.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogkcreative.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogkcreative.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogoship.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogoship.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogptoolbox.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogptoolbox.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogradypeyton.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohanajo.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohansemmanuel.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohbabykc.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohbev.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohdp.ca,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohdp.ca,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohelobottle.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oheme.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohhey.gay,0.0,1.0,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
ohhfoods.ca,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohhfoods.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohi.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio-outdoor.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio-outdoor.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohiocrimelaw.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohioes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohioes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohiogravelgrinders.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohiorealtors.org,0.0,2.0,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
ohiostornlock.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohiyanetworks.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohiyanetworks.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohkayequilting.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohmbrew.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohmchiropractic.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohmd.com,3.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohmrestoration.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohmyclumsyheart.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohmyhome.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohsotasty.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohsusannah.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oianc.com,0.0,1.0,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
oiatlanta.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oiatlanta.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oictaxplanner.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oictaxplanner.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oilandgasiq.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oilandgasiq.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oilbarriers.com,0.0,2.0,True,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
oildivine.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oillenatural.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oilostudio.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oimmei.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oimmei.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oingu.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oioi.com.au,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oios.un.org,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oios.un.org,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oip.manual.canon,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oip.manual.canon,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oiphone.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oipteam.com,0.0,2.0,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oipteam.com,0.0,2.0,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oishiinipponproject.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oizom.com,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
ojaiusd.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojaiusd.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojicloseouts.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojicloseouts.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojs.aaai.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojs.piscomed.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojs.piscomed.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okaapps.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okallergy.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okanaganhealthsurgical.ca,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okanaganhotlistings.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okanaganskincare.ca,1.0,1.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okast.tv,0.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okast.tv,0.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okayesthunter.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okayhq.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okazarabia.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okbeautybox.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okbetcasino.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okbima.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okcnp.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okcnp.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okdosoft.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okdosoft.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okeeffepr.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okeeffepr.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okgames.io,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oki-me.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oki.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahomacashhomebuyer.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahomacityoverheaddoor.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahomaskydiving.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okmg.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okmg.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okpestcontrol.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okrasolar.com,0.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okrstars.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okrstars.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oksa.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oksa.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oksolar.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oksolar.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okteto.com,1.0,1.0,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
okteto.com,1.0,1.0,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
okto.tech,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okuha.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okuha.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okuma.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okunoijq.kirakane.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ola.state.md.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ola.state.md.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olaasha.com,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olaasha.com,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olafoundation.lv,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olajs.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olajs.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olander.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olaplex.com,0.0,1.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olapsoft.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olapsoft.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olara.com.au,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olathe-lawyer.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olayasport.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olbaa.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olberdingbrands.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olberdingbrands.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old.beagleboard.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldanibrothers.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldbarnwedding.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldcreeklodgegatlinburg.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldedelmarsurgical.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olderworkers.com.au,0.0,3.0,True,,,,True,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,
oldfarmvet.com,1.0,1.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldfieldcapital.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldfieldcapital.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldforgecreations.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldmanseinn.com,0.0,1.0,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
oldrepublictitle.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldrepublictitle.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldscoolcompany.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
